RiskPerformance;ExternalRiskEstimate;MSinceOldestTradeOpen;MSinceMostRecentTradeOpen;AverageMInFile;NumSatisfactoryTrades;NumTrades60Ever2DerogPubRec;NumTrades90Ever2DerogPubRec;PercentTradesNeverDelq;NumTotalTrades;NumTradesOpeninLast12M;PercentInstallTrades;MSinceMostRecentInqexcl7days;NumInqLast6M;NumInqLast6Mexcl7days;NetFractionRevolvingBurden;NetFractionInstallBurden;NumRevolvingTradesWBalance;NumInstallTradesWBalance;NumBank2NatlTradesWHighUtilization;PercentTradesWBalance;MaxDelq2PublicRecLast12M_0;MaxDelq2PublicRecLast12M_1;MaxDelq2PublicRecLast12M_2;MaxDelq2PublicRecLast12M_3;MaxDelq2PublicRecLast12M_4;MaxDelq2PublicRecLast12M_5;MaxDelq2PublicRecLast12M_6;MaxDelq2PublicRecLast12M_7;MaxDelq2PublicRecLast12M_9;MaxDelq2PublicRecLast12M_nan;MaxDelqEver_2;MaxDelqEver_3;MaxDelqEver_4;MaxDelqEver_5;MaxDelqEver_6;MaxDelqEver_7;MaxDelqEver_8;MaxDelqEver_nan
0;72;183;7;63;15;0;0;100;15;1;40;0;4;4;61;62.0;2;1;1;38;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;311;14;67;21;2;2;74;30;0;10;0;0;0;79;36.0;7;2;3;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
1;69;281;6;76;36;0;0;100;36;2;25;0;4;4;12;83.0;5;2;3;41;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;64;110;4;50;14;1;1;94;17;1;47;0;2;2;70;91.0;2;2;0;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;72;270;1;91;35;0;0;94;36;2;8;0;0;0;40;62.835674;11;1;1;57;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;72;135;5;50;26;0;0;100;26;2;50;0;0;0;78;71.44948;4;1;1;83;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;59;207;12;56;15;0;0;81;16;0;69;0;1;1;32;79.0;2;2;1;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;70;284;1;64;12;1;0;71;14;1;14;0;1;1;15;60.0;3;2;0;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;65;59;3;27;15;0;0;100;17;5;41;0;0;0;75;99.0;5;2;2;78;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;62;143;6;76;21;2;2;83;23;1;22;0;0;0;61;96.0;6;2;3;73;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;66;204;8;69;11;1;0;83;12;2;75;0;0;0;0;92.0;0;3;0;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;187;2;60;19;0;0;85;20;1;25;0;1;1;73;99.0;5;2;3;78;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;61;164;10;80;54;1;0;88;59;2;83;0;2;2;47;63.0;4;10;0;88;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;72;243;3;71;24;1;1;100;26;3;24;0;2;2;2;96.0;3;1;0;29;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;72;370;4;70;20;0;0;100;20;3;40;0;1;1;73;50.0;2;7;2;83;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;73;181;8;71;25;0;0;100;25;4;56;0;0;0;45;76.0;6;6;1;86;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;377;3;95;21;4;2;91;25;2;30;0;4;4;34;67.21462;4;2;0;57;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;88;188;3;73;16;0;0;100;16;2;25;0;0;0;6;64.38297;2;1;0;43;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;66;120;2;43;18;0;0;100;21;3;55;1;0;0;87;83.0;5;5;3;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;76;131;21;67;15;1;0;81;16;0;19;2;1;1;5;56.52316;1;1;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;118;3;40;10;1;1;91;11;2;36;1;0;0;50;86.0;5;3;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
1;79;177;4;89;21;0;0;100;21;1;29;4;0;0;67;64.48956;2;1;0;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;89;175;29;94;4;0;0;100;6;0;20;4;4;4;0;57.717125;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;72;174;3;55;21;0;0;95;22;3;36;2;5;5;17;98.0;3;2;1;56;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;70;275;2;110;28;7;6;68;44;3;55;2;0;0;31;89.0;3;2;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;59;172;33;90;9;0;0;56;9;0;56;2;2;2;103;28.0;2;2;2;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;78;165;7;52;8;0;0;100;8;1;38;3;1;1;53;91.0;2;2;0;80;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
0;60;37;9;22;11;0;0;100;11;1;55;1;8;8;112;61.0;3;1;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
0;62;172;4;71;29;0;0;86;29;2;28;1;1;1;32;50.0;2;4;2;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;63;178;7;46;21;2;2;95;22;1;55;1;1;1;74;86.0;6;3;2;91;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;84;308;10;125;27;0;0;100;27;1;37;4;0;0;27;52.0;2;5;0;70;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;56;131;2;62;27;4;0;70;33;4;45;0;2;2;31;84.0;5;6;2;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;70;83;3;40;26;4;2;80;30;3;33;1;0;0;3;89.0;2;4;0;58;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;69;266;4;94;32;0;0;100;34;2;25;3;1;1;36;50.0;10;4;3;78;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;75;132;8;48;21;0;0;95;23;2;14;2;1;1;3;67.0;1;2;0;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;60;115;4;48;18;1;0;89;19;4;58;1;4;4;44;81.0;4;3;1;88;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;61;164;0;52;31;4;4;94;36;4;59;2;7;7;13;85.0;4;7;0;79;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;57;445;20;140;10;4;3;54;13;0;31;2;0;0;15;81.0;5;1;2;78;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0;55;205;22;147;10;4;4;83;12;0;33;2;2;2;99;70.0;2;2;2;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;83;129;5;48;4;0;0;100;4;2;50;2;1;1;30;70.16638;1;1;0;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;56;246;7;83;18;1;1;77;23;1;36;1;0;0;49;94.0;3;1;1;80;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
0;63;159;5;68;39;1;0;98;41;1;38;1;0;0;73;89.0;6;5;2;85;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;84;149;4;63;26;0;0;100;28;4;15;3;0;0;0;68.726234;1;2;0;29;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;60;212;10;88;23;0;0;83;23;1;48;1;0;0;55;4.0;5;4;1;82;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;59;118;4;33;12;2;0;87;15;5;53;1;1;1;18;87.0;1;2;0;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;85;171;17;81;22;0;0;100;22;0;32;4;0;0;17;59.542534;1;1;0;40;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;86;159;4;69;39;0;0;100;42;2;49;4;0;0;1;76.0;4;3;0;54;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;58;128;12;61;29;0;0;97;29;0;45;2;2;2;37;76.0;6;8;2;82;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;76;169;6;63;29;1;0;90;30;2;40;3;0;0;0;27.0;1;3;0;33;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
0;62;139;2;41;11;0;0;93;15;2;80;1;2;2;92;92.0;1;4;1;100;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
0;57;151;7;65;14;4;4;81;16;2;75;1;1;1;36;90.0;1;3;0;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0;71;94;4;54;13;1;0;56;18;2;39;1;1;1;0;95.0;0;2;0;33;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;57;164;8;66;34;7;6;94;35;1;34;1;0;0;14;68.0;4;6;0;77;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;72;140;3;80;27;0;0;96;27;3;44;3;0;0;22;39.0;5;4;1;75;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;68;179;6;66;32;0;0;97;32;3;19;3;0;0;47;73.0;4;3;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;76;134;35;84;21;0;0;95;21;0;52;3;0;0;38;63.547337;1;1;0;67;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;74;127;7;80;31;0;0;98;46;3;57;2;1;1;29;88.0;4;3;0;78;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;90;300;15;109;17;0;0;100;18;0;29;3;0;0;8;58.985817;2;1;0;60;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;69;70;3;47;23;0;0;100;24;2;9;1;3;3;41;64.40175;13;1;2;79;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;83;166;2;65;18;0;0;95;19;3;32;3;1;1;12;64.0;2;3;0;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;69;148;4;66;41;0;0;100;41;4;10;1;1;1;32;60.0;7;3;1;50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;87;445;14;102;13;0;0;100;13;0;54;4;0;0;25;63.41995;1;1;0;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;68;205;5;51;30;0;0;97;31;4;23;1;0;0;31;89.0;5;4;1;45;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;73;256;2;64;23;0;0;100;25;4;46;2;3;3;60;96.0;3;3;2;64;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;85;253;2;82;15;0;0;94;18;4;33;3;1;1;6;101.0;1;2;0;38;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;68;63;1;28;14;0;0;93;15;2;53;1;1;0;31;69.71988;1;1;0;50;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
1;81;113;2;53;15;0;0;100;16;3;0;3;1;1;19;64.36343;4;1;0;44;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;92;211;20;124;33;0;0;100;34;0;15;5;0;0;0;56.084583;2;1;0;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;77;195;3;53;33;0;0;100;33;8;21;3;2;2;1;82.9495;2;1;0;36;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
0;57;90;3;51;35;0;0;100;35;6;40;1;2;2;68;75.0;6;4;4;71;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;68;252;21;114;15;1;0;88;17;0;53;3;0;0;23;63.009293;2;3;0;83;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;80;117;2;53;22;0;0;96;23;3;17;3;1;1;2;65.98567;2;1;1;25;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;176;3;69;10;7;6;77;20;1;46;0;2;1;89;68.31203;3;1;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;75;262;1;82;28;1;0;83;31;3;20;2;3;3;9;100.0;5;1;0;47;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1;87;154;13;61;16;0;0;100;16;0;50;4;0;0;15;32.0;1;3;0;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;86;219;4;79;19;0;0;95;19;1;32;3;2;2;2;62.122913;1;1;0;14;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;72;140;13;61;13;0;0;100;13;0;8;2;3;3;51;58.06961;3;1;1;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;71;173;5;73;25;1;1;100;25;2;32;3;0;0;45;55.0;5;3;3;64;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;64;114;8;55;24;0;0;92;26;3;35;1;2;2;41;85.0;6;2;2;73;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;81;156;13;71;20;0;0;100;21;0;43;3;0;0;59;34.0;2;2;1;57;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;77;164;3;56;36;0;0;97;36;4;22;3;2;2;3;81.0;3;3;0;40;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;69;137;6;58;18;1;1;95;20;3;70;2;0;0;81;65.0;4;2;2;86;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1;84;380;12;159;21;0;0;100;21;0;10;4;0;0;13;61.0;3;1;1;50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;85;139;11;78;10;0;0;100;10;1;20;4;2;1;19;61.544746;1;1;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;75;386;6;105;27;0;0;96;27;2;48;2;0;0;28;51.0;7;3;2;77;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;65;248;2;77;28;3;1;84;33;3;53;1;0;0;31;34.0;8;4;1;80;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;68;215;3;60;28;0;0;96;28;5;14;2;4;4;59;64.0;4;3;3;35;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;62;267;77;181;6;4;3;71;7;0;14;4;0;0;95;58.79866;1;1;1;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;54;50;2;21;11;0;0;92;12;7;42;1;1;1;69;82.0;4;2;2;100;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
1;66;226;3;95;20;1;1;100;22;3;23;3;0;0;47;86.0;7;3;1;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;88;227;4;90;11;0;0;100;11;1;18;3;1;1;3;60.3731;3;1;1;50;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;70;69;1;25;17;0;0;100;21;5;20;1;0;0;21;89.0;5;2;2;70;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;65;45;7;27;5;0;0;80;6;1;60;1;3;3;94;90.0;1;2;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;76;183;1;65;30;0;0;100;32;3;19;3;2;2;21;100.0;3;2;0;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;64;97;10;50;22;0;0;95;24;1;41;2;0;0;68;64.0;2;2;2;44;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;74;176;5;87;21;0;0;95;21;1;38;2;2;2;29;89.0;3;1;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;91;328;45;169;14;0;0;100;14;0;29;6;0;0;6;58.912415;3;3;0;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;70;150;11;83;31;0;0;97;31;1;77;2;0;0;79;53.0;2;3;2;83;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;61;159;2;80;27;3;2;74;32;2;10;1;1;1;21;61.866898;5;1;2;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;64;237;13;88;7;3;3;70;10;0;70;2;0;0;34;88.0;1;1;0;67;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;88;177;2;65;14;0;0;100;15;2;53;3;0;0;4;93.0;2;2;0;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;70;165;15;90;26;1;1;87;31;0;81;2;0;0;19;51.0;1;4;0;100;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
1;58;39;1;27;12;0;0;100;13;1;54;2;4;4;94;62.0;3;1;2;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;70;115;3;48;18;0;0;95;19;2;26;2;5;5;72;50.0;3;3;1;86;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;72;255;6;57;24;0;0;100;24;6;46;2;0;0;69;40.0;3;2;1;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;73;151;3;57;20;0;0;100;22;4;25;3;0;0;46;78.0;5;3;1;73;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;81;270;2;94;22;0;0;100;23;3;39;4;1;1;6;29.0;4;2;0;78;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
1;82;200;9;64;20;0;0;100;20;1;5;4;2;2;10;58.85464;5;1;0;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;73;44;5;18;20;0;0;100;20;9;35;3;0;0;23;95.0;5;3;0;67;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1;69;194;2;79;15;0;0;71;17;2;29;3;6;6;1;22.0;3;3;1;60;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
1;81;119;6;54;15;0;0;100;16;1;20;3;0;0;26;61.335705;4;1;0;56;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;82;445;3;113;25;0;0;100;25;3;8;4;3;3;0;98.0;4;1;1;29;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
1;84;445;6;117;53;0;0;100;58;2;53;4;0;0;9;13.0;6;2;1;73;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
0;85;198;11;84;19;0;0;100;19;2;32;3;0;0;9;40.0;6;2;0;62;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;75;235;6;85;15;0;0;94;16;1;38;2;1;1;40;96.0;1;2;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;74;445;4;148;24;0;0;96;24;2;13;2;0;0;34;90.0;6;1;1;58;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0;80;271;9;62;12;0;0;92;12;1;33;2;0;0;29;50.0;1;2;0;60;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;50;177;1;64;4;7;6;38;17;3;53;0;8;8;106;97.0;1;2;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;56;119;11;58;21;1;1;86;21;1;14;1;0;0;47;60.71752;5;2;3;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;68;178;7;67;36;2;0;78;41;3;54;1;0;0;17;65.0;4;5;0;64;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;72;206;3;90;46;1;0;96;47;2;26;2;2;2;45;58.0;2;4;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;54;119;77;115;1;2;2;50;2;0;0;3;1;1;0;51.91477;-1;-1;-1;39;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;70;178;6;114;16;0;0;88;16;2;31;2;0;0;43;16.0;7;3;3;92;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;59;85;6;47;27;0;0;100;28;3;33;1;6;5;97;87.0;3;2;3;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;82;187;0;68;17;0;0;100;18;2;39;2;0;0;19;96.0;2;2;0;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;64;154;3;64;19;1;1;95;20;2;20;1;1;1;60;33.0;8;2;2;73;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;86;189;2;76;19;0;0;100;24;3;58;4;0;0;5;100.0;4;3;0;78;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
0;71;293;5;74;22;1;1;91;23;2;13;2;1;1;18;94.0;6;2;0;47;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;88;197;0;87;28;0;0;100;30;3;23;4;4;4;0;67.995674;3;1;0;36;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;67;81;3;44;19;0;0;89;20;2;21;1;0;0;36;64.883125;7;1;1;89;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
1;71;107;27;62;9;1;1;90;10;0;40;4;1;1;57;36.0;3;2;1;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;86;206;18;100;18;0;0;100;24;0;38;4;2;2;0;60.52493;0;1;0;50;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;69;183;13;88;24;2;2;88;24;0;33;2;4;3;3;79.0;2;2;0;57;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;68;142;3;66;37;2;2;90;40;3;23;1;2;2;24;37.0;4;4;0;53;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;82;221;10;77;40;0;0;98;40;1;15;3;0;0;4;59.14082;2;2;0;15;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;70;125;10;77;13;3;2;72;18;2;44;2;4;4;9;77.0;4;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
0;61;51;2;25;16;0;0;88;17;2;18;1;1;1;43;49.0;6;2;1;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;57;10;5;7;6;0;0;100;6;6;50;1;0;0;97;93.0;3;2;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;70;198;50;93;7;1;0;63;8;0;50;3;0;0;28;42.0;1;3;1;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;68;247;3;134;36;0;0;100;37;1;16;2;1;1;79;63.191437;19;2;12;78;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;67;260;7;73;15;0;0;81;16;2;44;2;1;1;44;68.80988;4;1;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;73;192;20;93;20;1;1;95;20;0;50;2;1;1;33;75.0;1;5;0;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;59;261;7;158;16;0;0;79;19;1;21;1;0;0;76;86.0;10;2;4;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;64;157;2;38;6;4;4;88;8;2;50;1;1;1;34;95.0;3;2;0;83;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1;78;141;9;64;20;0;0;100;20;1;35;3;0;0;48;98.0;1;4;1;75;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
0;83;97;2;40;10;0;0;100;11;3;36;2;1;0;5;95.0;3;2;0;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;90;131;22;90;14;0;0;100;15;0;50;3;0;0;2;61.946564;1;1;0;50;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0;56;180;8;74;29;2;2;87;32;4;30;1;1;1;30;80.0;5;4;1;69;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;64;165;1;71;15;1;1;83;20;2;33;1;3;3;57;67.62091;4;1;2;45;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;80;226;77;122;10;0;0;70;11;0;0;6;0;0;1;52.372433;1;0;0;33;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;77;161;2;68;24;0;0;96;25;1;12;3;0;0;5;59.123688;3;1;0;57;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;74;195;10;75;34;0;0;100;34;2;29;3;0;0;20;30.0;6;4;2;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;59;84;2;33;18;1;1;100;19;4;53;2;3;3;84;83.0;6;4;4;92;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;67;112;3;74;4;1;0;80;5;1;100;1;5;5;61;76.10347;3;1;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;62;255;70;152;14;0;0;50;16;0;19;5;3;2;84;59.064472;11;1;7;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;86;206;26;89;15;0;0;100;17;0;47;3;0;0;5;61.584705;2;1;0;50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;68;152;12;71;44;1;1;96;48;0;21;3;0;0;14;16.0;5;2;0;64;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;72;89;2;44;21;1;1;83;24;2;30;1;2;2;8;86.0;2;3;0;100;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;66;173;1;75;30;0;0;97;32;1;38;1;1;0;43;100.0;6;1;1;70;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;50;200;2;71;45;0;0;98;48;3;22;1;1;1;86;471.0;19;2;9;81;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;70;226;5;74;22;0;0;91;22;1;32;2;0;0;61;94.0;5;2;2;64;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;76;130;2;72;13;0;0;93;14;1;43;2;0;0;21;64.47837;2;1;0;60;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;62;102;2;69;6;1;1;75;8;1;50;1;1;1;65;67.18027;4;2;1;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;70;139;17;76;23;1;1;100;23;0;39;3;0;0;39;53.0;4;2;1;100;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;74;108;5;49;19;0;0;100;19;1;32;2;0;0;59;64.0;4;2;1;67;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1;78;130;4;64;22;0;0;100;22;1;18;3;5;5;10;61.62327;3;2;1;43;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;86;153;5;70;13;0;0;100;14;1;29;4;1;1;18;60.0;2;2;0;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
